Pond,Date,Time,Temp_degC,DO_mg.L,Depth_m,SPC_uS.cm,pH,Redox_mV,DO_perc,Sal_ppt,,
1A,1996-09-18,13:34:55,13.96,11.96,0.6,1.67,8.54,218,122.1,0.9,,
1B,1996-09-18,13:45:41,13.88,10.11,0,1.65,8.47,272,103.1,0.9,,
1B,1996-09-18,13:46:13,13.86,10.42,0.7,1.68,8.46,265,106.2,0.9,,
Gursky,1996-09-18,16:41:18,14.6,6.86,0,0.838,8.5,274,70.8,0.4,,
Gursky,1996-09-18,16:45:35,14.63,6.7,0.3,0.837,8.48,285,69.2,0.4,,
65,1996-09-19,11:13:20,13.35,5.62,0,2.97,8.07,199,56.9,1.6,,
65,1996-09-19,11:13:50,13.33,5.84,0.4,2.8,8.1,183,59,1.5,,
66,1996-09-19,11:04:20,13.15,6.18,0,21,8.7,113,66.9,12.5,,
66,1996-09-19,11:04:46,13.14,5.89,0.2,21.1,8.7,106,63.6,12.6,,
67,1996-09-19,10:50:01,13.14,6.84,0,4.14,8.57,250,69.2,2.3,,
67,1996-09-19,10:50:19,13.15,6.9,0.2,4.19,8.58,246,69.8,2.3,,
86,1996-09-19,10:30:36,12.29,2.79,0,0.436,7.35,192,27.4,0.2,,
86,1996-09-19,10:30:48,12.31,2.78,0.1,0.447,7.33,192,27.2,0.2,,
6642,1996-09-19,10:14:44,13.12,2.26,0,1.161,7.84,294,22.6,0.6,,
6642,1996-09-19,10:15:02,13.12,2.11,0.2,1.162,7.84,290,21.1,0.6,,
25,1996-10-15,15:18:19,8.58,8.52,0.1,1.63,8.11,275,78.9,0.9,,
25,1996-10-15,15:18:36,8.65,8.45,0.5,1.63,8.1,275,78.3,0.9,,
37,1996-10-15,16:53:56,9.34,7.24,0,0.426,7.83,293,67.9,0.2,,
37,1996-10-15,16:54:15,9.37,7.17,0.2,0.438,7.78,294,67.3,0.2,,
50,1996-10-15,16:32:24,9.19,7.66,0,4.95,8.27,260,72.9,2.7,,
50,1996-10-15,16:32:43,9.19,7.52,0.2,5.01,8.23,259,71.5,2.7,,
65,1996-10-15,15:55:53,8.91,11.05,0,2.98,8.37,267,103.6,1.6,,
65,1996-10-15,15:56:14,8.91,10.96,0.5,3.08,8.36,257,102.7,1.7,,
66,1996-10-15,16:05:49,9.68,9.55,0,22.6,8.44,249,98.6,13.6,,
66,1996-10-15,16:06:10,9.67,9.53,0.2,22.9,8.49,190,98.5,13.8,,
67,1996-10-15,15:40:56,8.73,10.38,0.1,4.48,8.61,273,97.5,2.5,,
67,1996-10-15,15:41:27,8.71,10.65,0.5,4.48,8.62,257,100,2.5,,
4857,1996-10-15,14:25:21,8.2,9.5,0,1.106,8.56,291,86.9,0.6,,
4857,1996-10-15,14:25:39,8.2,9.46,0.3,1.11,8.56,283,86.6,0.6,,
1A,1996-10-15,14:37:59,9.55,12.24,0,1.72,8.32,183,115.9,0.9,,
1A,1996-10-15,14:38:23,9.55,12.19,0.6,1.75,8.32,141,115.5,0.9,,
1B,1996-10-15,14:55:01,8.68,8.8,0,1.84,8.01,248,81.7,1,,
1B,1996-10-15,14:55:19,8.68,8.76,0.6,1.69,8.02,244,81.2,0.9,,
Gursky,1996-10-15,17:24:13,9.03,13.05,0,0.878,8.45,293,121.7,0.5,,
Gursky,1996-10-15,17:24:29,9.03,13.02,0.7,0.887,8.46,293,121.4,0.5,,
86,1996-10-16,10:55:08,3.63,4.67,0,0.511,7.54,208,38,0.3,,
86,1996-10-16,10:55:26,3.63,4.59,0.1,0.512,7.52,209,37.3,0.3,,
90,1996-10-16,10:39:17,3.25,5.4,0,12.25,7.97,102,45.6,7,,
90,1996-10-16,10:39:31,3.25,5.44,0.1,12.26,7.99,105,45.9,7,,
109,1996-10-16,11:16:11,3.18,3.91,0,0.394,7.35,207,31.4,0.2,,
6642,1996-10-16,10:23:23,4.2,4.67,0,1.278,7.58,99,38.7,0.7,,
6642,1996-10-16,10:23:44,4.28,4.44,0.2,1.276,7.58,96,36.9,0.7,,
1,1997-04-01,12:53:00,3.14,6.38,0,1.432,7.76,320,50.6,0.8,,
1,1997-04-01,12:54:00,3.21,5.88,0.5,1.461,7.64,321,46.7,0.8,,
25,1997-04-01,13:34:00,5.27,10.33,0,1.06,7.87,322,86.5,0.6,,
25,1997-04-01,13:34:00,4.14,9.98,0.5,1.11,7.8,324,81.1,0.6,,
37,1997-04-01,13:57:00,10.66,9.01,0,0.143,8.05,311,85.7,0.1,,
37,1997-04-01,13:57:00,9.23,8.98,0.5,0.147,7.96,314,82.6,0.1,,
50,1997-04-01,14:18:00,10.04,10.77,0,1.479,7.81,300,101.4,0.8,,
50,1997-04-01,14:19:00,7.31,11.39,0.4,1.47,7.89,283,100.5,0.8,,
60,1997-04-01,15:16:00,9.3,12.21,0,165,7.81,305,112.4,0.1,,
60,1997-04-01,15:17:00,7.64,10.54,0.6,168,7.75,308,93.3,0.1,,
65,1997-04-01,12:02:00,6,8.82,0,1.86,7.59,329,75.4,1,,
65,1997-04-01,12:03:00,5.7,8.35,0.5,1.83,7.62,326,70.9,1,,
66,1997-04-01,12:11:00,6.66,11.21,0,6.46,8.14,313,99.2,3.6,,
66,1997-04-01,12:12:00,6.79,11.13,0.2,6.37,8.21,311,98.8,3.5,,
67,1997-04-01,12:31:00,6046,9.6,0,0.863,7.97,316,82.7,0.4,,
67,1997-04-01,11:32:00,6.21,9.61,0.4,2.48,7.97,317,82.8,1.3,,
86,1997-04-01,11:44:00,7.76,8.33,0,0.25,7.86,316,73.9,0.1,,
86,1997-04-01,11:46:00,6.38,7.69,0.7,0.259,7.7,317,65.9,0.1,,
90,1997-04-01,11:22:00,7.66,10.62,0,0.796,7.82,324,94.3,0.4,,
90,1997-04-01,11:23:00,7.66,10.33,0.4,0.785,7.75,328,91.6,0.4,,
4857,1997-04-01,13:17:00,8.08,11.35,0,0.544,8.1,304,101.7,0.3,,
4857,1997-04-01,13:18:00,8.07,11.17,0.5,0.544,8.08,304,100,0.3,,
Gursky,1997-04-01,10:53:00,3.5,15.26,0,0.494,8.66,336,121.6,0.2,,
Gursky,1997-04-01,10:54:00,3.53,14.68,0.4,0.525,8.63,337,117.1,0.3,,
1,1997-05-01,11:31:00,8.29,10.24,0,0.673,8.58,334,91.6,0.3,,
1,1997-05-01,11:32:00,8.39,9.96,1,1.8,8.58,331,89.6,1,,
25,1997-05-01,13:12:00,9.05,10.47,0,1.374,8.21,328,95.6,0.7,,
25,1997-05-01,13:13:00,7.4,10.32,0.7,1.398,8.21,330,90.6,0.7,,
37,1997-05-01,13:30:00,9.7,8.3,0,0.112,8.17,329,76.6,0,,
37,1997-05-01,13:32:00,8.85,7.84,0.6,0.272,8,332,71,0.1,,
50,1997-05-01,13:58:00,10.8,9.31,0,2.76,7.91,352,89,1.5,,
50,1997-05-01,13:59:00,8.1,10.1,0.5,2.76,7.99,350,90.6,1.5,,
60,1997-05-01,14:17:00,7.35,6.45,0,0.234,8.01,316,56.3,0.1,,
60,1997-05-01,14:19:00,7.27,6,0.6,0.236,7.82,318,52.3,0.1,,
65,1997-05-01,11:09:00,6.48,10.96,0,2.52,8.48,350,94.4,1.4,,
65,1997-05-01,11:12:00,6.41,11,0.5,2.51,8.5,343,94.6,1.4,,
66,1997-05-01,10:59:00,6.33,11.61,0,3.63,8.74,360,100.1,2,,
66,1997-05-01,11:00:00,6.33,11.23,0.4,10.28,8.75,360,99.4,5.8,,
67,1997-05-01,10:40:00,7.33,10.43,0,1.416,8.45,391,91.4,0.7,,
67,1997-05-01,10:42:00,7.28,10.1,0.6,3.82,8.5,385,89.2,2.1,,
86,1997-05-01,12:21:00,6.74,9.97,0,0.36,8.16,321,85.7,0.2,,
86,1997-05-01,12:23:00,6.21,9.35,0.8,0.364,8,311,79.3,0.2,,
90,1997-05-01,11:57:00,7.92,10.24,0,1.241,8.25,341,90.9,0.7,,
90,1997-05-01,11:58:00,7.66,10.19,0.7,1.248,8.19,343,89.9,0.7,,
4857,1997-05-01,10:23:00,6,10.92,0,0.778,7.99,440,92.3,0.4,,
4857,1997-05-01,10:26:00,6.03,10.66,0.4,0.779,7.89,438,90.2,0.4,,
Gursky,1997-05-01,14:41:00,11.22,11.75,0,0.279,8.66,308,112.5,0.1,,
Gursky,1997-05-01,14:42:00,11.14,11.69,0.8,0.819,8.69,307,111.8,0.4,,
1,1997-06-01,10:22:00,19.9,8.5,0,1.86,8.29,331,99,1,,
1,1997-06-01,10:22:00,19.92,8.25,0.7,1.71,8.32,316,96.1,0.9,,
25,1997-06-01,10:41:00,19.77,4.92,0,1.499,7.85,334,57,0.8,,
25,1997-06-01,10:41:00,19.78,4.79,0.7,1.5,7.82,332,55.6,0.8,,
37,1997-06-01,10:54:00,19.47,1.75,0,0.332,7.7,330,20.1,0.2,,
37,1997-06-01,10:54:00,19.42,1.55,0.4,0.333,7.46,332,17.8,0.2,,
50,1997-06-01,11:15:00,19.37,2,0,1.056,7.54,321,23,0.6,,
50,1997-06-01,11:15:00,19.25,1.49,0.6,3.21,7.54,304,17.3,1.7,,
60,1997-06-01,11:30:00,18.17,1.64,0,0.252,7.4,284,18.3,0.1,,
60,1997-06-01,0:11:00,18.03,1.1,0.6,0.255,7.18,0.282,12.3,0.1,,
65,1997-06-01,12:35:00,19.18,6.43,0,0.859,8.32,298,73.5,0.4,,
65,1997-06-01,12:35:00,19.21,6.24,0.4,2.6,8.32,297,71.8,1.4,,
66,1997-06-01,12:16:00,18.94,8.35,0,11.4,8.62,303,98.9,6.5,,
66,1997-06-01,12:16:00,18.92,8.44,0.4,11.29,8.64,301,99.9,6.4,,
67,1997-06-01,12:03:00,19.78,1.81,0,3.99,7.74,304,21.2,2.2,,
67,1997-06-01,12:03:00,19.78,1.66,0.5,4.06,7.79,298,19.5,2.2,,
86,1997-06-01,13:10:00,18.31,4,0,0.405,7.68,306,44.8,0.2,,
86,1997-06-01,13:10:00,17.88,3.31,0.6,0.418,7.49,307,36.8,0.2,,
90,1997-06-01,12:55:00,20.18,4.99,0,0.503,7.86,313,58.2,0.3,,
90,1997-06-01,12:55:00,20.2,4.78,0.8,1.52,7.77,311,55.9,0.8,,
4857,1997-06-01,10:00:00,19.26,8.31,0,0.858,7.85,361,95.2,0.4,,
4857,1997-06-01,10:00:00,19.28,8.09,0.3,0.859,7.86,353,92.7,0.4,,
Gursky,1997-06-01,13:30:00,20.56,9.64,0,0.799,8.56,317,113.3,0.4,,
Gursky,1997-06-01,13:30:00,20.48,9.6,0.6,0.802,8.58,314,112.7,0.4,,
1,1997-07-01,12:06:00,24.53,7.04,0,1.11,8.53,156,89.6,0.6,,
1,1997-07-01,12:07:00,24.54,6,0.4,1.73,8.51,118,76.6,0.9,,
25,1997-07-01,9:42:00,23.22,6.22,0,1.63,7.97,330,77.6,0.9,,
25,1997-07-01,9:44:00,23.23,6.15,0.7,1.63,7.98,322,76.8,0.9,,
37,1997-07-01,10:02:00,23.16,1.95,0,0.409,7.29,316,24.2,0.2,,
37,1997-07-01,10:04:00,22.86,1.74,0.4,0.41,7.22,315,21.4,0.2,,
50,1997-07-01,10:26:00,23.75,5.72,0,3.81,7.83,62,72.8,2.1,,
50,1997-07-01,10:27:00,23.49,4.62,0.2,3.86,7.77,21,58.4,2.1,,
60,1997-07-01,10:44:00,21.84,2.56,0,0.347,7.3,203,31,0.2,,
60,1997-07-01,10:46:00,19.95,0.72,0.3,0.36,7.12,190,8.4,0.2,,
65,1997-07-01,11:16:00,23.93,2.63,0,2.86,7.92,172,33.4,1.5,,
65,1997-07-01,11:19:00,23.96,2.51,0.5,2.98,7.89,104,32,1.6,,
66,1997-07-01,11:06:00,23.81,8.36,0,13.39,8.96,193,110.2,7.7,,
66,1997-07-01,11:08:00,23.81,8.22,0.2,13.48,8.97,191,108.5,7.8,,
67,1997-07-01,11:34:00,24.27,3.44,0,4.47,7.9,214,44.3,2.4,,
67,1997-07-01,11:35:00,24.37,3.33,0.5,4.48,7.9,206,43,2.5,,
86,1997-07-01,12:13:00,23.79,5.96,0,0.496,7.58,228,74.9,0.3,,
86,1997-07-01,12:14:00,21.21,1.94,0.4,0.493,7.31,184,23.2,0.2,,
90,1997-07-01,11:54:00,24.73,5.76,0,1.95,7.85,228,74.1,1,,
90,1997-07-01,11:55:00,24.73,5.59,0.7,1.95,7.83,229,71.9,1,,
4857,1997-07-01,11:07:00,23.59,8.59,0,0.93,8.48,316,107.4,0.5,,
4857,1997-07-01,11:08:00,23.6,8.67,0.7,0.932,8.49,314,108.4,0.5,,
Gursky,1997-07-01,12:32:00,23.96,7.45,0,0.837,8.37,224,94,0.4,,
Gursky,1997-07-01,12:33:00,23.14,7,0.8,0.838,8.36,223,87.1,0.4,,
1,1997-08-01,11:35:00,19.33,6.45,0,1.74,8.67,370,74.3,0.9,,
1,1997-08-01,11:36:00,19.28,6.22,0.6,1.75,8.66,360,71.6,0.9,,
25,1997-08-01,13:06:00,21.33,8.59,0,1.74,8.38,319,102.9,0.9,,
25,1997-08-01,13:07:00,20.17,8.61,0.6,1.7,8.36,248,100.8,0.9,,
37,1997-08-01,13:23:00,21.27,4.69,0,0.447,7.48,337,55.9,0.2,,
37,1997-08-01,13:25:00,21.18,4.07,0.4,0.45,7.36,343,48.4,0.2,,
50,1997-08-01,13:41:00,21.18,8.97,0,4.24,8.04,347,108.2,2.3,,
50,1997-08-01,13:43:00,20.76,8.59,0.3,4.25,8.04,347,102.7,2.3,,
60,1997-08-01,13:57:00,21.6,6.03,0,0.391,7.28,342,72.2,0.2,,
60,1997-08-01,13:59:00,20.91,6.18,0.1,0.402,7.19,347,73.1,0.2,,
65,1997-08-01,12:39:00,20.59,9.68,0,3.17,8.21,300,114.9,1.7,,
65,1997-08-01,12:40:00,20.57,9.72,0.1,3.13,8.19,303,115.4,1.7,,
66,1997-08-01,12:29:00,20.59,10.16,0,15.1,8.99,308,126.2,8.8,,
66,1997-08-01,12:30:00,20.59,10.07,0.3,15.1,9.01,307,125.1,8.8,,
67,1997-08-01,12:11:00,20.09,7.96,0,4.78,8.25,308,94.1,2.6,,
67,1997-08-01,12:12:00,20.08,7.74,0.4,4.76,8.25,311,91.5,2.6,,
86,1997-08-01,14:29:00,21.75,10.39,0,0.509,7.75,347,124.9,0.3,,
86,1997-08-01,14:31:00,21.54,10.01,0.2,0.508,7.67,352,119.9,0.3,,
90,1997-08-01,14:14:00,21.63,5.89,0,2.41,7.73,353,71.2,1.3,,
90,1997-08-01,14:15:00,20.77,4.65,0.8,2.46,7.68,354,55.2,1.3,,
4857,1997-08-01,11:56:00,20.8,12,0,0.945,9.22,279,141.8,0.5,,
4857,1997-08-01,11:59:00,20.21,8.76,0.2,0.947,9.18,202,102.4,0.5,,
Gursky,1997-08-01,14:50:00,20.16,11.77,0,0.8,8.9,324,137.3,0.4,,
Gursky,1997-08-01,14:51:00,19.95,10.88,0.6,0.801,8.91,323,126.4,0.4,,
1,1997-09-01,13:33:00,11.8,10.74,0,1.83,8.42,355,106.2,1,,
1,1997-09-01,13:34:00,11.77,10.01,0.7,1.88,8.38,351,98.9,1,,
25,1997-09-01,15:33:00,12.08,10.73,0,1.79,8.57,328,106.8,1,,
25,1997-09-01,15:34:00,12.08,11.24,0.6,1.81,8.63,312,111.9,1,,
37,1997-09-01,15:21:00,12.47,6.81,0,0.445,7.93,355,68,0.2,,
37,1997-09-01,15:22:00,12.57,7.03,0.3,0.444,7.83,363,70.4,0.2,,
50,1997-09-01,15:05:00,11.81,2.13,0,4.7,8.3,370,21.3,2.6,,
50,1997-09-01,15:06:00,11.83,1.6,0.4,4.71,8.31,369,16,2.6,,
60,1997-09-01,14:53:00,14.78,12.16,0,0.361,8.27,359,127.8,0.2,,
65,1997-09-01,14:12:00,11.11,10.57,0,1.398,8.46,351,102.7,0.7,,
65,1997-09-01,14:12:00,11.16,10.43,0.4,3.47,8.45,352,102.3,1.9,,
66,1997-09-01,14:03:00,11.08,9.93,0,6.2,8.01,365,98.3,3.5,,
66,1997-09-01,14:04:00,11.09,9.24,0.3,17,8.07,366,95.5,10,,
67,1997-09-01,13:50:00,11.85,12.23,0,3.67,8.84,346,122,2,,
67,1997-09-01,13:51:00,11.88,11.65,0.4,5,8.86,345,116.9,2.7,,
86,1997-09-01,14:41:00,13.13,14.13,0,0.434,8.52,346,143.3,0.2,,
86,1997-09-01,14:42:00,13.19,13.95,0.3,0.428,8.49,349,141.6,0.2,,
90,1997-09-01,14:28:00,12.54,11.48,0,2.74,8.26,357,115.9,1.5,,
90,1997-09-01,14:29:00,12.54,10.85,0.5,3.02,8.23,359,109.6,1.6,,
4857,1997-09-01,13:20:00,11.5,10.98,0,0.911,9.13,351,107.5,0.5,,
4857,1997-09-01,13:21:00,11.36,10.8,0.2,1.043,9.12,347,105.4,0.5,,
Gursky,1997-09-01,16:16:00,12.68,11.26,0,0.847,8.84,333,113.2,0.4,,
Gursky,1997-09-01,16:17:00,12.57,10.89,0.8,0.856,8.82,334,109.2,0.4,,
1,1997-10-01,13:37:00,3.28,13.77,0,1.8,8.12,372,110.5,1,,
1,1997-10-01,13:39:00,3.48,13.1,0.8,1.8,8.07,371,105.6,1,,
25,1997-10-01,15:10:00,3.7,14.13,0,1.84,8.83,322,114.6,1,,
25,1997-10-01,15:11:00,3.63,13.87,0.6,1.85,8.83,319,112.3,1,,
37,1997-10-01,14:44:00,5.77,10.05,0,0.456,8.35,338,85.5,0.2,,
37,1997-10-01,14:45:00,5.75,9.5,0.3,0.458,8.21,343,80.8,0.2,,
50,1997-10-01,14:58:00,4.25,12.74,0,4.93,8.35,354,106.1,2.7,,
50,1997-10-01,14:59:00,4.21,12.42,0.5,4.91,8.38,353,103.4,2.7,,
65,1997-10-01,14:16:00,3.63,13.31,0,3.3,8.71,333,108.4,1.8,,
65,1997-10-01,14:17:00,3.65,12.82,0.4,3.54,8.66,335,104.5,1.9,,
66,1997-10-01,14:06:00,4.66,11.52,0,18.2,7.95,360,102.5,10.7,,
66,1997-10-01,14:08:00,4.58,11.34,0.4,18.9,8.34,353,101,11.2,,
67,1997-10-01,13:54:00,3.5,13.01,0,5.16,8.95,352,106.4,2.8,,
67,1997-10-01,13:55:00,3.53,12.9,0.6,5.22,8.97,350,105.6,2.9,,
86,1997-10-01,15:40:00,8.89,8.59,0,0.487,8.31,331,79,0.2,,
90,1997-10-01,15:28:00,3.68,12.68,0,3.27,8.36,339,103.4,1.8,,
90,1997-10-01,15:29:00,3.56,11.93,0.7,3.28,8.34,340,97,1.8,,
4857,1997-10-01,14:29:00,3.96,15.21,0,1.107,9.16,311,123.8,0.6,,
4857,1997-10-01,14:31:00,3.85,14.58,0.3,1.093,9.18,312,118.4,0.6,,
Gursky,1997-10-01,15:55:00,5.27,14.39,0,0.874,8.84,330,121.1,0.5,,
Gursky,1997-10-01,15:56:00,5.21,13.73,0.8,0.873,8.9,328,115.4,0.5,,
1,1998-05-06,10:16:14,11.09,9.41,0,1702,8.35,169,,,,
1,1998-05-06,10:17:06,11.05,9.02,0.9,1708,8.36,159,,,,
15,1998-05-06,10:06:39,9.75,8.86,0,276,8.39,358,,,,
15,1998-05-06,10:07:24,9.54,8.34,0.6,276,8.28,346,,,,
25,1998-05-06,11:41:40,10.77,8.66,0,1569,8.23,200,,,,
25,1998-05-06,11:42:27,10.76,8.44,0.7,1569,8.25,163,,,,
37,1998-05-06,11:29:30,11.61,9.02,0,335,8.14,324,,,,
37,1998-05-06,11:30:09,11.38,8.54,0.2,336,8.1,322,,,,
50,1998-05-06,11:17:12,10.57,8.83,0,4090,8.2,263,,,,
50,1998-05-06,11:18:06,10.61,8.6,0.4,4099,8.21,249,,,,
60,1998-05-06,11:07:32,10.29,10.05,0,309,7.67,310,,,,
65,1998-05-06,12:35:43,10.56,8.68,0,2889,8.16,313,,,,
65,1998-05-06,12:36:45,10.57,8.61,0.4,2866,8.15,306,,,,
66,1998-05-06,12:13:35,10.87,9.25,0,28600,8.26,160,,,,
66,1998-05-06,12:14:15,10.83,9.17,0.2,28600,8.27,177,,,,
67,1998-05-06,12:05:00,11.01,11.58,0,4363,8.52,290,,,,
67,1998-05-06,12:05:58,10.53,11.67,0.5,4373,8.59,277,,,,
80,1998-05-06,12:58:22,11.28,8.21,0,3485,7.84,330,,,,
80,1998-05-06,12:59:07,10.75,7.94,0.8,3547,7.87,326,,,,
86,1998-05-06,13:11:55,14.39,8.58,0,448,7.76,300,,,,
90,1998-05-06,13:26:17,14.25,13.32,0,3184,8.3,376,,,,
90,1998-05-06,13:27:07,14.21,13.59,0.2,3337,8.32,369,,,,
109,1998-05-06,12:48:42,13.18,9.64,0,420,7.85,267,,,,
109,1998-05-06,12:49:37,13.17,9.67,0.2,415,7.81,252,,,,
4857,1998-05-06,10:55:21,9.49,9.32,0,777,8.3,162,,,,
4857,1998-05-06,10:56:13,9.52,8.97,0.3,777,8.29,121,,,,
5338,1998-05-06,13:39:21,11.73,9.28,0,38000,8.57,372,,,,
5338,1998-05-06,13:39:56,11.5,9.31,0.8,38000,8.59,370,,,,
1,1998-06-17,11:03:35,17.92,6.1,0,1.92,7.61,388,68.8,1,,
1,1998-06-17,11:04:46,17.92,5.09,0.2,1.92,7.6,388,57.4,1,,
25,1998-06-17,12:31:59,17.66,9.66,0,1.77,8.87,328,108.3,0.9,,
25,1998-06-17,12:32:35,17.63,9.6,0.4,1.79,8.86,323,107.6,1,,
37,1998-06-17,11:40:26,18.76,12.5,0,0.37,9.26,330,142.7,,,
50,1998-06-17,11:58:42,17.63,6.05,0,5.26,8.27,372,68.6,2.9,,
50,1998-06-17,11:59:32,17.58,5.78,0.2,5.25,8.27,371,65.5,2.9,,
65,1998-06-17,14:21:30,18.7,9.71,0,3.4,8.82,343,111.8,1.8,,
65,1998-06-17,14:22:02,18.68,9.65,0.3,3.39,8.77,343,111.2,1.8,,
66,1998-06-17,14:16:46,18.8,9.9,0,16.94,8.88,356,120.2,9.9,,
66,1998-06-17,14:17:08,18.8,9.84,0.2,19,8.89,356,120.5,11.2,,
67,1998-06-17,14:05:32,20.1,15.59,0,5.06,9.66,324,185.7,2.8,,
4857,1998-06-17,12:52:31,17.7,9.58,0,1.008,9.27,317,107.3,0.5,,
4857,1998-06-17,12:53:14,17.8,9.5,0.1,1.006,9.28,312,106.4,0.5,,
15,1998-06-18,9:44:42,15.75,7.72,0,0.276,8.52,389,82.1,0.1,,
90,1998-06-18,10:08:05,17.9,9.98,0,3.89,8.81,376,112.5,2.1,,
90,1998-06-18,10:08:39,17.9,9.91,0.5,3.89,8.83,374,111.8,2.1,,
109,1998-06-18,10:48:14,18.7,8.02,0,0.488,8.13,360,90.7,0.2,,
5338,1998-06-18,10:35:13,18,6.29,0,20.8,8.84,367,75.8,12.4,,
5338,1998-06-18,10:36:32,18.1,5.95,0.7,20.8,8.85,360,71.9,12.4,,
25,1998-07-15,10:47:15,19.16,7.52,0,1.75,8.98,378,93.2,0.9,,
25,1998-07-15,10:47:43,19.18,7.44,0.3,1.76,9,376,92.2,0.9,,
37,1998-07-15,11:13:21,21.12,12.74,0,0.3,9.36,348,163.3,0.1,,
50,1998-07-15,11:32:08,19.09,5.04,0,5.41,8.32,395,63.3,3,,
50,1998-07-15,11:32:39,18.97,5.03,0.3,5.44,8.33,389,62.9,3,,
65,1998-07-15,14:03:22,20.39,9.1,0,3.45,8.86,318,116.3,1.9,,
65,1998-07-15,14:04:14,20.46,9.26,0.2,3.46,8.86,275,118.5,1.9,,
66,1998-07-15,14:07:01,20.51,9.46,0,19.4,8.82,302,128.8,11.5,,
66,1998-07-15,14:07:32,20.46,9.52,0.1,19.5,8.84,298,129.5,11.5,,
67,1998-07-15,13:38:31,20.46,9.15,0,5.04,9.3,292,117.8,2.8,,
67,1998-07-15,13:39:50,20.04,8.41,0.3,5.07,9.27,145,107.4,2.8,,
90,1998-07-15,12:05:29,21.18,6.67,0,3.85,8.58,389,86.8,2.1,,
90,1998-07-15,12:06:34,20.98,7.5,0.5,3.82,8.61,386,97.1,2.1,,
4857,1998-07-15,12:40:49,20.77,12.61,0,1.02,9.82,359,161,0.5,,
4857,1998-07-15,12:41:50,20.81,12.61,0,1.03,9.84,320,161.1,0.5,,
5338,1998-07-15,12:27:49,20.77,3.29,0,20.8,8.69,377,45.3,12.4,,
5338,1998-07-15,12:28:31,20.44,3.3,0.6,20.9,8.7,341,45.2,12.5,,
1,1998-07-16,9:51:03,20.46,6.93,0,1.91,8.61,425,88.3,1,,
1,1998-07-16,9:51:45,20.41,6.83,0.4,1.91,8.6,424,86.8,1,,
15,1998-07-16,10:29:14,18.73,8.66,0,0.3,8.8,395,105.8,0.1,,
15,1998-07-16,10:30:09,18.32,8.55,0.1,0.3,8.74,400,103.6,0.1,,
1,1998-08-11,10:12:32,22.73,2.87,0,2.31,8.18,406,35.5,1.2,,
1,1998-08-11,10:13:05,22.48,2.68,0.1,2.31,8.17,406,33,1.2,,
15,1998-08-11,10:22:53,20.35,6.55,0,0.352,8.21,339,76.7,0.2,,
15,1998-08-11,10:24:02,20.39,6.2,0,0.366,8.07,346,72.8,0.2,,
25,1998-08-11,10:41:22,23.89,10.7,0,2.08,9.91,268,135.2,1.1,,
25,1998-08-11,10:42:10,23.96,10.57,0.1,2.08,9.96,263,133.6,1.1,,
50,1998-08-12,10:40:53,22.29,6.08,0,7.2,8.6,246,75.4,4,,
65,1998-08-12,10:28:25,22.48,7.74,0,4.59,9.47,141,95.5,2.5,,
65,1998-08-12,10:29:11,22.54,7.71,0.1,4.64,9.48,121,95.2,2.5,,
66,1998-08-12,10:23:45,21.9,2.99,0,28.2,8.78,202,39.9,17.3,,
66,1998-08-12,10:24:13,21.88,2.94,0.1,29,8.78,204,39.4,17.9,,
67,1998-08-12,10:10:36,22.25,6.34,0,6.35,9.3,222,78.3,3.5,,
67,1998-08-12,10:11:58,22.04,4.53,0,6.56,9.28,508,55.8,3.6,,
90,1998-08-12,9:38:44,23.74,4.96,0,4.94,8.57,422,62.7,2.7,,
90,1998-08-12,9:39:35,23.71,4.96,0.3,4.95,8.58,411,62.7,2.7,,
4857,1998-08-12,10:02:58,20.9,6.31,0,1.46,9.32,207,74.6,0.8,,
5338,1998-08-12,9:51:51,23.29,5,0,25.4,8.56,372,67.8,15.4,,
5338,1998-08-12,9:53:12,23.09,3.3,0.5,25.6,8.55,369,44.6,15.5,,
1,1998-09-16,10:56:27,14.98,6.14,0,2.53,8.6,306,64.6,1.4,,
1,1998-09-16,10:57:21,15,6.06,0.2,2.54,8.53,309,63.8,1.4,,
25,1998-09-16,11:13:15,13.67,8.05,0,2.35,9.77,189,82.3,1.3,,
25,1998-09-16,11:13:49,13.67,7.94,0.1,2.35,9.83,189,81.2,1.3,,
50,1998-09-16,11:29:50,13.6,2.38,0,9.3,8.6,231,24.9,5.2,,
65,1998-09-16,10:13:48,12.91,5.17,0,6.12,9.39,139,52.7,3.4,,
65,1998-09-16,10:15:09,12.84,5.05,0.3,6.12,9.4,116,51.4,3.4,,
66,1998-09-16,10:21:05,11.87,4.58,0,43.3,8.72,139,53.2,27.9,,
67,1998-09-16,10:39:25,12.66,5.2,0,7.77,9.33,153,53.1,4.3,,
67,1998-09-16,10:39:57,12.65,5.14,0.1,7.78,9.34,153,52.4,4.3,,
90,1998-09-17,10:32:52,13.74,5.32,0,5.87,8.33,455,55.3,3.2,,
90,1998-09-17,10:34:01,13.75,5.31,0.4,5.88,8.41,426,55.1,3.2,,
5338,1998-09-17,10:48:11,13.79,6.22,0,28.9,8.55,353,70.9,17.8,,
5338,1998-09-17,10:48:47,13.67,5.46,0.2,29,8.56,314,62.1,17.9,,
1,1998-10-02,12:01:53,7.85,12.31,0,2.586,8.27,305,,,,
1,1998-10-02,12:03:00,7.86,11.52,0.4,2.593,8.23,294,,,,
