"","Pond","Date","Time_hydro","Temp_degC","DO_mg.L","Depth_m","SPC_uS.cm","pH_hydro","Redox_mV","DO_perc","Sal_ppt","Time_nutrients","TDS_mg.L","Cond_uS.cm","TOC_mg.L","DOC_mg.L","HCO3_mg.L","CO3_mg.L","freeCO2_mg.L","POC_mg.L","NO3NO2_mg.L","NH3.tot_mg.L","NH3.un.ion_mg.L","TN_mg.L","DN_mg.L","PN_mg.L","OH_mg.L","F.diss_mg.L","Alk.tot_mg.L","Alk.p_mg.L","pH","Hard.tot_mg.L","Hard.nonCO3_mg.L","Na.diss_mg.L","Na_perc","Mg.diss_mg.L","SiO2_mg.L","P.diss.ortho_mg.L","P.tot_mg.L","P.diss_mg.L","P.part_mg.L","SO4.diss_mg.L","Cl.diss_mg.L","K.diss_mg.L","Ca.diss_mg.L","PCPN","PCPP","PNPP","Chla_ug.L","Water_level_m"
"79","25",1993-06-10,NA,20.96,7.9,-0.2,1.79,7.49,344,95.4,1,16:10:00,1223,1672,32.31,32,363.3,0,17,0.314,0.001,0.073,0,1.34,1.29,0.048,0,0.13,298,0,7.53,792.5,494.5,52.1,11.2,127,19.02,0.321,0.56,0.401,0.159,637,21.5,80,108,7.6,5.1,0.7,2.03,NA
"80","50",1993-06-10,17:54:00,25.5,6.57,-0.1,2.1,7.72,380,86.6,1.1,17:25:00,3999,4738,59.57,58.4,721.6,0,42.54,1.17,0.001,0.134,0,2.39,2.2,0.193,0,0.12,592,0,7.43,2271.1,1679.1,347,23.3,400,9.55,0.129,0.339,0.303,0.036,2346,122,169,250,7.1,83.8,11.9,2.75,NA
"81","90",1993-06-10,15:16:00,27.04,14.15,0,7.22,8.31,253,196.9,4,14:46:00,16080,14645,116.2,114,969.6,33.96,3.79,2.2,0.0011,0.222,0.01,2.39,2.05,0.344,0,0.001,852,28.3,8.62,8888.3,8036.3,1640,27.7,1980,2.57,0.01,0.257,0.127,0.13,10935,382,334,295,7.5,43.6,5.9,98.4,NA
"82","1",1993-06-23,12:28:00,17.5,12.33,0,2.26,10.95,178,139.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","1",1993-06-23,NA,17.52,12.33,-0.1,2.27,9.84,236,139.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","1",1993-06-23,NA,17.54,12.32,-0.2,2.27,11.39,152,139.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1",1993-06-23,NA,17.55,12.35,-0.3,2.27,10.23,243,139.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","1",1993-06-23,NA,17.55,12.35,-0.4,2.27,9.6,244,139.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","25",1993-06-23,14:29:00,17.5,12.08,0,1.84,7.61,353,136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","25",1993-06-23,NA,17.54,12.19,-0.2,1.84,10.44,207,137.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","50",1993-06-23,14:53:00,21.2,12.74,0,5.84,13.46,33,156.9,3.2,14:10:00,4841,5270,60.35,59.6,709.5,0,37.26,0.749,0.001,0.106,0,1.85,1.73,0.118,0,0.09,582,0,7.48,2732.4,2150.4,413,23.3,506,4.63,0.097,0.269,0.235,0.034,3008,121,179,260,7.4,56.8,7.7,7.97,NA
"90","65",1993-06-23,14:01:00,17.06,10.22,-0.1,4,7.62,300,115,2.2,13:45:00,3075,3710,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"91","65",1993-06-23,NA,17.06,10.17,-0.2,4,7.66,307,114.4,2.2,13:45:00,3075,3710,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"92","65",1993-06-23,NA,17.06,10.15,-0.2,4.01,8.41,217,114.2,2.2,13:45:00,3075,3710,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"93","65",1993-06-23,NA,17.06,10.14,-0.3,4.01,7.22,335,114.1,2.2,13:45:00,3075,3710,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"94","65",1993-06-23,NA,17.06,10.07,-0.4,4.02,7.5,278,113.4,2.2,13:45:00,3075,3710,35.83,35.3,611.9,0,13.03,0.532,0.001,0.053,0,1.17,1.1,0.067,0,NA,502,0,7.87,1809.4,1307.4,304,26.1,357,7.85,0.01,0.07,0.062,0.008,1865,52.1,52.1,136,9.3,171.5,18.5,4.22,NA
"95","67",1993-06-23,13:11:00,17.98,9.81,-0.2,8.25,9.84,263,114.2,4.6,13:15:00,7320,7480,77.04,76.4,785,0,15.59,0.637,0.001,0.137,0,2.08,1.98,0.103,0,NA,644,0,7.9,4318.8,3674.8,678,24.9,898,2.18,0.013,0.122,0.095,0.027,4872,125,110,249,7.2,60.8,8.4,5.9,NA
"96","86",1993-06-23,15:12:00,17.39,4.57,0,0.38,7.32,275,51,0.2,12:03:00,190,333,25.83,25.1,187.7,0,18.39,0.731,0.001,0.118,0,1.22,1.1,0.115,0,0.09,154,0,7.21,141.3,0,1.27,1.6,15.7,11.75,1,1.34,1.22,0.12,9.1,4.67,24.4,30.7,7.4,15.7,2.1,4.26,0.922
"97","86",1993-06-23,NA,17.37,4.4,-0.1,0.38,7.27,290,49.1,0.2,12:03:00,190,333,25.83,25.1,187.7,0,18.39,0.731,0.001,0.118,0,1.22,1.1,0.115,0,0.09,154,0,7.21,141.3,0,1.27,1.6,15.7,11.75,1,1.34,1.22,0.12,9.1,4.67,24.4,30.7,7.4,15.7,2.1,4.26,0.922
"98","90",1993-06-23,15:38:00,21.55,12.16,-0.1,18.9,8.95,59,158.4,11.2,11:45:00,18535,15840,102.71,100,842.3,0,36.77,2.71,0.001,0.362,0,3.45,2.98,0.467,0,NA,691,0,7.56,10258.1,9567.1,1730,26.1,2320,1.06,0.026,0.194,0.097,0.097,13100,354,332,283,6.8,72,10.6,21.1,NA
"99","4857",1993-06-23,11:50:00,15.84,8.83,0,0.68,8.82,273,95.6,0.3,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"100","4857",1993-06-23,NA,15.86,8.75,-0.1,0.73,9.93,203,94.8,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"101","4857",1993-06-23,NA,15.87,8.76,-0.2,0.73,9.11,243,95,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"102","4857",1993-06-23,NA,15.87,8.69,-0.3,0.73,8.85,282,94.2,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"103","4857",1993-06-23,NA,15.86,8.66,-0.4,0.73,8.44,301,93.9,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"104","4857",1993-06-23,NA,15.84,8.66,-0.5,0.73,8.36,304,93.8,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"105","4857",1993-06-23,NA,15.81,8.63,-0.6,0.73,7.93,333,93.4,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"106","4857",1993-06-23,NA,15.84,8.59,-0.7,0.73,8.14,317,93,0.4,11:15:00,394,676,19.14,18.8,349.9,0,6.04,0.338,0.001,0.032,0,0.93,0.88,0.047,0,0.13,287,0,7.96,315.2,28.2,11.9,6.8,45.2,1.69,0.213,0.276,0.267,0.009,70.2,10.4,30.5,51.7,8.4,96.8,11.5,3.94,NA
"107","Gursky",1993-06-25,13:34:00,14.48,8.07,-0.2,0.87,8.26,360,83.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Gursky",1993-06-25,13:35:00,14.48,7.99,-0.7,0.87,8.27,359,83,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Gursky",1993-06-25,13:35:00,14.48,7.96,-0.6,0.87,8.26,361,82.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Gursky",1993-06-25,13:35:00,14.48,7.94,-0.8,0.87,8.28,359,82.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Gursky",1993-06-25,13:35:00,14.48,7.94,-1,0.87,8.29,359,82.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Gursky",1993-06-25,13:36:00,14.48,7.92,-1.3,0.87,8.29,359,82.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Gursky",1993-06-25,13:36:00,14.48,7.91,-1.4,0.87,8.29,359,82.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Gursky",1993-06-25,13:36:00,14.46,7.89,-1.6,0.87,8.28,360,81.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Gursky",1993-06-25,13:36:00,14.48,7.87,-1.8,0.87,8.31,359,81.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Gursky",1993-06-25,13:36:00,14.46,7.87,-2,0.87,8.32,358,81.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","1",1993-07-08,16:21:00,20.84,15.33,0,2.12,9.57,98,182.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504
"118","1",1993-07-08,NA,20.66,15.69,-0.2,2.14,8.3,176,186,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504
"119","1",1993-07-08,NA,20.04,15.82,-0.5,2.15,8.29,158,185.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504
"120","25",1993-07-08,18:41:00,22.12,13.17,0,1.64,8.59,246,160.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.095
"121","25",1993-07-08,NA,22.1,12.69,-0.3,1.64,8.28,2.44,154.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.095
"122","50",1993-07-08,18:25:00,23.68,5.58,-0.1,4.13,7.13,261,70.6,2.3,17:15:00,2760,3350,41.09,39.4,348.6,0,20.55,1.69,0.001,0.056,0,1.55,1.3,0.251,0,0.07,286,0,7.43,1612.2,1326.2,222,21.9,300,8.32,0.001,0.096,0.066,0.03,1763,58.2,86,151,7.9,145.3,18.5,13.49,0.792
"123","60",1993-07-08,18:57:00,22.17,3.21,0,0.11,7.02,245,38.9,0,18:05:00,114,222,37.22,30.6,103.1,0,48.43,6.62,0.001,0.087,0,2.85,1.59,1.26,0,0.04,84.6,0,6.53,75.6,0,0.4,0.8,7.15,1.73,0.647,1.544,0.87,0.674,9.3,4.42,21.2,18.5,6.1,25.3,4.1,274.2,1.19
"124","65",1993-07-08,17:20:00,22.37,8.01,0,3.39,8.19,163,98.6,1.8,15:40:00,2575,3250,28.32,28,532.7,0,7.46,0.317,0.001,0.053,0,1.07,1.01,0.058,0,0.05,437,0,NA,1548,1111,249,25.3,302,8.9,0.006,0.064,0.052,0.012,1544,44.6,42.3,122,6.4,68.1,10.7,2.04,0.41
"125","65",1993-07-08,NA,20.63,6.24,-0.3,3.37,8.06,173,74.2,1.8,15:40:00,2575,3250,28.32,28,532.7,0,7.46,0.317,0.001,0.053,0,1.07,1.01,0.058,0,0.05,437,0,NA,1548,1111,249,25.3,302,8.9,0.006,0.064,0.052,0.012,1544,44.6,42.3,122,6.4,68.1,10.7,2.04,0.41
"126","65",1993-07-08,NA,19.88,5.59,-0.6,3.43,8.01,147,65.5,1.9,15:40:00,2575,3250,28.32,28,532.7,0,7.46,0.317,0.001,0.053,0,1.07,1.01,0.058,0,0.05,437,0,NA,1548,1111,249,25.3,302,8.9,0.006,0.064,0.052,0.012,1544,44.6,42.3,122,6.4,68.1,10.7,2.04,0.41
"127","66",1993-07-08,17:05:00,29.39,NA,-0.2,21.3,9.25,204,12.8,NA,15:30:00,27352,23000,115.65,114.5,688.5,62.52,2.22,1.15,0.001,0.145,0.01,3.73,3.5,0.226,0,NA,669,52.1,8.74,13302.1,12633.1,3660,37,3100,2.2,0.015,0.199,0.134,0.065,19015,740,218,216,5.9,45.6,7.7,1.99,0.45
"128","67",1993-07-08,15:48:00,25.5,9.78,0,5.02,8.75,217,127.9,2.8,14:55:00,4551,5090,53.79,53.5,461.8,29.52,2.66,0.29,0.001,0.078,0.01,1.75,1.7,0.054,0,0.04,428,24.6,8.48,2681.2,2253.2,417,24.7,553,2.45,0.001,0.068,0.056,0.012,3022,70.2,67.6,162,6.3,62.3,10,1.95,0.634
"129","67",1993-07-08,NA,23.57,10.58,-0.2,5.97,7.81,107,126.5,3.3,14:55:00,4551,5090,53.79,53.5,461.8,29.52,2.66,0.29,0.001,0.078,0.01,1.75,1.7,0.054,0,0.04,428,24.6,8.48,2681.2,2253.2,417,24.7,553,2.45,0.001,0.068,0.056,0.012,3022,70.2,67.6,162,6.3,62.3,10,1.95,0.634
"130","86",1993-07-08,18:08:00,20.59,4.61,0,0.34,7.14,214,54.2,0.2,16:30:00,179,314,18.19,17.1,182.9,0,28.4,1.09,0.001,0.026,0,0.93,0.75,0.175,0,0.06,150,0,NA,137.2,0,2.19,2.9,14.4,9.93,0.497,0.844,0.651,0.193,8.4,3.18,19.1,31.2,7.3,14.6,2,10.8,0.788
"131","86",1993-07-08,NA,17.47,1.09,-0.3,0.36,6.92,169,12.1,0.2,16:30:00,179,314,18.19,17.1,182.9,0,28.4,1.09,0.001,0.026,0,0.93,0.75,0.175,0,0.06,150,0,NA,137.2,0,2.19,2.9,14.4,9.93,0.497,0.844,0.651,0.193,8.4,3.18,19.1,31.2,7.3,14.6,2,10.8,0.788
"132","90",1993-07-08,17:50:00,23.5,6.5,0,3.35,7.69,209,82.3,2.9,16:15:00,3859,4540,34.89,30.9,307.2,0,16.13,3.99,0.001,0.061,0,1.69,1.13,0.558,0,0.05,252,0,7.48,2233.5,1981.5,383,26.3,477,10.45,0.006,0.116,0.043,0.073,2569,83.1,78.1,108,8.3,141,16.9,12,1.015
"133","4857",1993-07-08,15:12:00,21.45,10.65,0,0.72,8.13,249,127.8,0.4,13:50:00,405,673,18.24,17.8,316.9,0,3.28,0.438,0.001,0.035,0,0.87,0.8,0.065,0,0.11,260,0,8.18,315.3,55.3,12.2,7.1,45.1,1.57,0.194,0.266,0.248,0.018,101,10.2,26.5,51.9,7.9,62.8,8,2.37,NA
"134","4857",1993-07-08,NA,21.45,10.61,-0.3,0.71,8.44,245,127.2,0.4,13:50:00,405,673,18.24,17.8,316.9,0,3.28,0.438,0.001,0.035,0,0.87,0.8,0.065,0,0.11,260,0,8.18,315.3,55.3,12.2,7.1,45.1,1.57,0.194,0.266,0.248,0.018,101,10.2,26.5,51.9,7.9,62.8,8,2.37,NA
"135","4857",1993-07-08,NA,21.45,9.96,-0.6,0.72,8.09,186,117.4,0.4,13:50:00,405,673,18.24,17.8,316.9,0,3.28,0.438,0.001,0.035,0,0.87,0.8,0.065,0,0.11,260,0,8.18,315.3,55.3,12.2,7.1,45.1,1.57,0.194,0.266,0.248,0.018,101,10.2,26.5,51.9,7.9,62.8,8,2.37,NA
"136","Gursky",1993-07-08,14:30:00,19.79,15.68,0,0.81,8.75,256,182.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Gursky",1993-07-08,NA,19.84,16.3,-1,0.81,8.74,260,190.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Gursky",1993-07-08,NA,19.33,14.94,-1.5,0.82,8.74,272,177.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Gursky",1993-07-08,NA,17.44,10.17,-1.7,0.84,8.65,282,112.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Gursky",1993-07-08,NA,16.39,11.65,-2,0.84,8.49,279,123.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Gursky",1993-07-08,NA,15.11,3.85,-2.5,0.86,7.28,344,33.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","25",1993-07-21,15:17:00,20.54,11.29,0,1.7,8.02,323,133.7,0.9,13:10:00,1223,1634,28.08,27.8,346.2,0,9.29,0.277,0.001,0.043,0,1.08,1.03,0.054,0,0.11,284,0,7.77,813.4,529.4,56.7,12.1,126,11.67,0.076,0.155,0.137,0.018,661,12.6,66.1,118,6,39.7,6.6,3.47,1.068
"143","25",1993-07-21,NA,19.53,11.52,-0.3,1.7,8.06,270,133.7,0.9,13:10:00,1223,1634,28.08,27.8,346.2,0,9.29,0.277,0.001,0.043,0,1.08,1.03,0.054,0,0.11,284,0,7.77,813.4,529.4,56.7,12.1,126,11.67,0.076,0.155,0.137,0.018,661,12.6,66.1,118,6,39.7,6.6,3.47,1.068
"144","25",1993-07-21,NA,18.8,11.11,-0.5,1.72,8.03,262,127.1,0.9,13:10:00,1223,1634,28.08,27.8,346.2,0,9.29,0.277,0.001,0.043,0,1.08,1.03,0.054,0,0.11,284,0,7.77,813.4,529.4,56.7,12.1,126,11.67,0.076,0.155,0.137,0.018,661,12.6,66.1,118,6,39.7,6.6,3.47,1.068
"145","50",1993-07-21,15:38:00,22.35,11.41,0,4.38,7.46,312,141.4,2.4,13:45:00,3500,4122,44.91,44.2,448.6,0,41.96,0.713,0.001,0.063,0,1.51,1.35,0.157,0,0.09,368,0,7.23,2065.4,1697.4,282,21.8,384,12.4,0.008,0.116,0.076,0.04,2233,70.4,104,194,5.3,46,8.7,27.3,0.778
"146","50",1993-07-21,NA,19.69,5.2,-0.2,4.79,6.88,236,61.3,2.6,13:45:00,3500,4122,44.91,44.2,448.6,0,41.96,0.713,0.001,0.063,0,1.51,1.35,0.157,0,0.09,368,0,7.23,2065.4,1697.4,282,21.8,384,12.4,0.008,0.116,0.076,0.04,2233,70.4,104,194,5.3,46,8.7,27.3,0.778
"147","90",1993-07-21,16:19:00,23.93,9.9,0,6.32,7.94,279,127.3,3.5,14:40:00,5229,5911,45.97,44.4,460.8,0,35.02,1.57,0.001,0.049,0,1.53,1.29,0.235,0,0.06,378,0,7.32,2902.1,2524.1,525,27.3,620,3.71,0.001,0.079,0.039,0.04,3468,132,113,140,7.8,101.2,13,14.26,0.998
"148","90",1993-07-21,NA,22.83,7.23,-0.1,7.44,7.52,229,91.4,4.1,14:40:00,5229,5911,45.97,44.4,460.8,0,35.02,1.57,0.001,0.049,0,1.53,1.29,0.235,0,0.06,378,0,7.32,2902.1,2524.1,525,27.3,620,3.71,0.001,0.079,0.039,0.04,3468,132,113,140,7.8,101.2,13,14.26,0.998
"149","Gursky",1993-07-21,14:08:00,19.26,10.59,0,0.82,8.55,317,121.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Gursky",1993-07-21,NA,19.19,10.04,-0.5,0.83,8.57,320,119.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Gursky",1993-07-21,NA,19.12,10.25,-0.9,0.83,8.59,325,117.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Gursky",1993-07-21,NA,18.93,9.82,-1.5,0.83,8.58,330,112.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Gursky",1993-07-21,NA,18.81,9.14,-2,0.83,8.58,331,104.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Gursky",1993-07-21,NA,18.83,8.78,-2.4,0.83,8.57,333,100.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
