"pond_id","Region","sample_date","pH","Fe (mg/L)","SO4 (mg/L)","DOC (mg/L)","DOC (mg/L) (0.45 Filter)","Abs254nm (1.2 filter)","Abs254nm (0.45 filter)","SUVA","Bottle # (PCO2)","Whole Water THg (ng/L)","Whole Water MeHg (ng/L)","MeHg Std Err","%MeHg","CO2 (umol/L)","CH4 (umol/L)","DIC (mg/L)","DIC (mg/L) (0.45 Filter)","TDC (mg/L) (DIC+DOC)","ChlA","DataSource","water temp C","Conductivity_uS_cm","DO (%)","DO (mg/L)","Secchi (cm)","Secchi on the ground?","ORP","Air temp C","Cloud %","Vegetation","analyzing_date","Abs250nm (0.45 filter)","Abs280nm (0.45 filter)","Abs350nm (0.45 filter)","Abs365nm (0.45 filter)","Abs370nm (0.45 filter)","Abs250nm (1.2 filter)","280 nmAbs280nm (1.2 filter)","Abs350nm (1.2 filter)","Abs365nm (1.2 filter)","Abs370nm (1.2 filter)","Time","TRP MDL = .00567","SRP MDL =.00567","TDP MDL = .0041","TP MDL = 0.0041","NH3 MDL = .021","UREA MDL = .0202","NO3 MDL = .0073","TN MDL = .0447","SO4 MDL = 1.015","Alk MDL = 3.16","TDN MDL = 0.0447","Site","Replicate","Weight (g)","Height","Hg [ng]","Concentration (µg/kg)","Latitude","Longitude","CLASS","Other Observation","Comments"
"124","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.09,0.188498,4.9021,54.4677,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0921,0.172163,4.4371,48.1766,-106.080447951479,52.2115393467169,3,NA,NA
"2","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",NA,0.0902,0.272689,7.299,80.92,-106.087829758726,52.214974949291,3,NA,NA
"2","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0889,0.195597,5.1042,57.4152,-106.087829758726,52.214974949291,3,NA,NA
"2","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0895,0.254189,6.7723,75.6679,-106.087829758726,52.214974949291,3,NA,NA
"2","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0923,0.268388,7.1765,77.7521,-106.087829758726,52.214974949291,3,NA,NA
"15","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0905,0.20266,5.3053,58.6218,-106.095052463821,52.2151801263672,4,NA,NA
"15","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0896,0.215926,5.683,63.426,-106.095052463821,52.2151801263672,4,NA,NA
"15","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0924,0.125863,3.1189,33.7546,-106.095052463821,52.2151801263672,4,NA,NA
"15","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0926,0.0782,1.762,19.0279,-106.095052463821,52.2151801263672,4,NA,NA
"15","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0873,0.087571,2.0288,23.239,-106.095052463821,52.2151801263672,4,NA,NA
"37","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0894,0.28748,7.7201,86.3541,-106.110277459211,52.2087586096606,4,NA,NA
"37","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.088,0.244373,6.4928,73.782,-106.110277459211,52.2087586096606,4,NA,NA
"37","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0891,0.259991,6.9375,77.8615,-106.110277459211,52.2087586096606,4,NA,NA
"37","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.092,0.242391,6.4364,69.9608,-106.110277459211,52.2087586096606,4,NA,NA
"37","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0908,0.218391,5.7531,63.3605,-106.110277459211,52.2087586096606,4,NA,NA
"25","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0898,0.223088,5.8869,65.5552,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0883,0.231588,6.1288,69.4093,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0919,0.182891,4.7425,51.6046,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.089,0.193791,5.0528,56.7728,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0903,0.189765,4.9382,54.6861,-106.103089541901,52.2115496475054,4,NA,NA
"35","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0925,0.22279,5.8784,63.55,-106.105423736776,52.2113865225708,4,NA,NA
"35","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0894,0.178865,4.6279,51.7658,-106.105423736776,52.2113865225708,4,NA,NA
"35","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.092,0.245756,6.5322,71.0023,-106.105423736776,52.2113865225708,4,NA,NA
"35","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0917,0.188893,4.9133,53.5805,-106.105423736776,52.2113865225708,4,NA,NA
"35","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0899,0.181289,4.6969,52.2455,-106.105423736776,52.2113865225708,4,NA,NA
"97/98","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0921,0.160007,4.091,44.4188,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0888,0.149663,3.7965,42.7532,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0897,0.141491,3.5638,39.7307,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0909,0.170327,4.3848,48.2376,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0899,0.118963,2.9225,32.5082,-106.078079,52.209151,NA,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0915,0.1902,4.9506,54.1044,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0882,0.192803,5.0247,56.969,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",3,0.088,0.186893,4.8564,55.1864,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0916,0.413947,11.3205,123.5861,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.09,0.201481,5.2717,58.5745,-106.080447951479,52.2115393467169,3,NA,NA
"124","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0899,0.174228,4.4958,50.0093,-106.080447951479,52.2115393467169,3,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0913,0.46251,12.703,139.1352,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.09,0.50383,13.8794,154.2155,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",3,0.091,0.495825,13.6515,150.0166,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0919,0.418238,11.4427,124.5122,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0885,0.247379,6.5784,74.3322,-106.103089541901,52.2115496475054,4,NA,NA
"25","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0905,0.160091,4.0934,45.2307,-106.103089541901,52.2115496475054,4,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0898,0.382643,10.4293,116.1391,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0913,0.393896,10.7497,117.7399,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",3,0.0894,0.397575,10.8544,121.4137,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.0896,0.20079,5.252,58.6165,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.09,0.181492,4.7027,52.2517,-106.078079,52.209151,NA,NA,NA
"97/98","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0893,0.184186,4.7793,53.52,-106.078079,52.209151,NA,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",1,0.0529,0.134663,3.3695,63.6947,-106.08574700556,52.2087749369114,3,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0483,0.11596,2.837,58.7366,-106.08574700556,52.2087749369114,3,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",3,0.0527,0.139761,3.5146,66.6904,-106.08574700556,52.2087749369114,3,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0m",NA,0.05,0.208663,5.4762,109.5236,-106.08574700556,52.2087749369114,3,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2m",NA,0.0521,0.25149,6.6954,128.5114,-106.08574700556,52.2087749369114,3,NA,NA
"109","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4m",NA,0.0512,0.193162,5.0349,98.3378,-106.08574700556,52.2087749369114,3,NA,NA
"37","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",NA,0.0494,0.269983,7.2219,146.1929,-106.110277459211,52.2087586096606,4,NA,NA
"37","SDNWA","2021-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Off",2,0.0502,0.287851,7.7306,153.9966,-106.110277459211,52.2087586096606,4,NA,NA
